ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
mara,,789,mra,mec,{},-15.0,135.166666667,Australia,,Mara,1936,False,False
maranungku,,798,mku,zmr,{},-13.6666666667,130.0,Australia,,Maranungku,2383,False,True
margany,,794,mny,zmc,{},-27.0,144.5,Australia,,Margany,1839,False,False
maringarr,,799,mrr,zmt,{},-14.25,130.0,Australia,,Maringarr,1041,False,False
marrithiyel,,799,mrh,mfr,{},-13.8333333333,130.0,Australia,,Marrithiyel,1467,False,False
martuthunira,,793,mrt,vma,{},-20.8333333333,116.5,Australia,,Martuthunira,2489,True,True
martu wangka,,793,mwa,mpj,{},-21.5,126.0,Australia,,Martu Wangka,716,False,False
matngele,,54,mdl,zml,{},-13.8333333333,130.416666667,Australia,,Matngele,1128,False,False
maung,,38,mau,mph,{},-11.9166666667,133.5,Australia,,Maung,2465,True,True
mayiyapi,,794,myy,,{},-20.0,141.0,Australia,,Mayi-Yapi,718,False,False
mbabaram,,794,mbb,,{},-17.1666666667,145.0,Australia,,Mbabaram,1611,False,False
miriwung,,56,mir,mep,{},-15.6666666667,129.0,Australia,,Miriwung,886,False,False
mirniny,,793,mrj,nju,{},-31.0,129.0,Australia,,Mirniny,2566,False,False
mudburra,,793,mdb,dmw,{},-17.3333333333,132.083333333,Australia,,Mudburra,177,False,False
murrinhpatha,,37,mpa,mwf,{},-14.6666666667,129.666666667,Australia,,Murrinh-Patha,2157,False,False
muruwari,,791,mrw,zmu,{},-28.75,147.0,Australia,,Muruwari,1729,False,False
nakkara,,36,nkk,nck,{},-12.1166666667,134.416666667,Australia,,Nakkara,1045,False,False
ndjebbana,,35,ndj,djj,{},-12.1666666667,134.116666667,Australia,,Ndjébbana,1878,False,False
ngaanyatjarra,,793,ntj,ntj,{},-26.0,126.5,Australia,,Ngaanyatjarra,1771,False,False
ngadjumaja,,793,ngj,nju,{},-32.3333333333,123.833333333,Australia,,Ngadjumaja,1193,False,False
ngalakan,,34,ngl,nig,{},-14.25,134.0,Australia,,Ngalakan,2271,False,False
ngalkbun,,44,nkb,ngk,{},-13.5,134.833333333,Australia,,Ngalkbun,1414,False,False
ngandi,,32,ngn,nid,{},-13.8333333333,135.0,Australia,,Ngandi,1658,False,False
ngangityemerri,,797,ngg,nam,{},-14.25,130.416666667,Australia,,Ngan'gityemerri,1319,False,False
ngankikurungkurr,,797,ngk,nam,{},-14.0,130.5,Australia,,Ngankikurungkurr,1939,False,False
ngarinyeri,,791,ngr,nay,{},-36.0,140.0,Australia,,Ngarinyeri,821,False,False
ngarinyman,,793,ngy,nbj,{},-16.5,130.5,Australia,,Ngarinyman,187,False,False
ngarla,,793,nlr,nrk,{},-20.0,119.0,Australia,,Ngarla,2567,False,False
ngarluma,,793,nlu,nrl,{},-20.8333333333,117.5,Australia,,Ngarluma,419,False,False
ngawun,,794,ngw,nxn,{},-19.0,141.5,Australia,,Ngawun,1320,False,False
ngiyambaa,,791,ngi,wyb,{},-31.75,145.5,Australia,,Ngiyambaa,2495,True,True
nhanda,,793,nha,,{},-27.0,114.166666667,Australia,,Nhanda,1699,False,False
nunggubuyu,,48,nug,nuy,{},-13.75,135.666666667,Australia,,Nunggubuyu,2452,False,True
nyamal,,793,nly,nly,{},-21.0,119.0,Australia,,Nyamal,2568,False,False
nyangumarda,,793,nyr,nna,{},-20.0,121.0,Australia,,Nyangumarda,823,False,False
nyawaygi,,794,nya,nyt,{},-19.0,146.166666667,Australia,,Nyawaygi,1367,False,False
nyigina,,46,nyn,nyh,{},-18.0,124.333333333,Australia,,Nyigina,1323,False,False
nyulnyul,,46,nyu,nyv,{},-17.0,122.833333333,Australia,,Nyulnyul,1879,False,False
nyungar,,793,nju,nys,{},-33.75,122.0,Australia,,Nyungar,424,False,False
paakantyi,,792,pkn,drl,{},-32.5,142.5,Australia,,Paakantyi,1910,False,False
pakanha,,794,pak,pkn,{},-14.5,142.416666667,Australia,,Pakanha,198,False,False
panyjima,,793,pny,pnw,{},-22.8333333333,118.416666667,Australia,,Panyjima,1911,False,False
pintupi,,793,pin,piu,{},-23.0,129.0,Australia,,Pintupi,896,False,False
pitjantjatjara,,793,pit,pjt,{},-26.0,130.0,Australia,,Pitjantjatjara,2386,False,True
pitta pitta,,792,ppi,pit,{},-22.8333333333,140.0,Australia,,Pitta Pitta,2082,False,False
pungupungu,,43,pun,wdj,{},-13.5,130.416666667,Australia,,Pungupungu,1266,False,False
rembarnga,,40,rmb,rmb,{},-12.8333333333,134.583333333,Australia,,Rembarnga,949,False,False
ritharngu,,793,rit,rit,{},-12.8333333333,135.5,Australia,,Ritharngu,1703,False,False
thaypan,,794,thp,typ,{},-14.8333333333,143.166666667,Australia,,Thaypan,610,False,False
tiwi,,53,tiw,tiw,{},-11.5,131.0,Australia,,Tiwi,2499,True,True
tyeraity,,51,tye,woa,{},-13.0,130.333333333,Australia,,Tyeraity,846,False,False
umpila,,794,ump,ump,{},-13.5,143.5,Australia,,Umpila,2569,False,False
ungarinjin,,29,ung,ung,{},-16.3333333333,126.0,Australia,,Ungarinjin,2400,False,True
uradhi,,794,uhi,urf,{},-11.9166666667,142.416666667,Australia,,Uradhi,2213,False,False
wagawaga,,791,wkw,wkw,{},-26.5,152.5,Australia,,Wagawaga,2570,False,False
wagiman,,61,wag,waq,{},-14.0,131.25,Australia,,Wagiman,1096,False,False
walmatjari,,793,wlm,wmt,{},-19.5,125.75,Australia,,Walmatjari,963,False,False
wambaya,,795,wam,wmb,{},-18.6666666667,135.75,Australia,,Wambaya,2373,False,True
wangkangurru,,792,wgg,wgg,{},-27.0,137.0,Australia,,Wangkangurru,2571,False,False
wangkumara,,792,wan,xwk,{},-27.3333333333,143.0,Australia,,Wangkumara,1433,False,False
wanman,,793,wbt,wbt,{},-22.0,123.0,Australia,,Wanman,2572,False,False
waray (in australia),,57,wry,wrz,{},-13.1666666667,131.25,Australia,,Waray (in Australia),1970,False,False
wardaman,,33,wrd,wrr,{},-15.5,131.0,Australia,,Wardaman,2395,False,True
warlpiri,,793,wrl,wbp,{},-20.0,132.333333333,Australia,,Warlpiri,2109,False,False
warluwara,,793,wlw,wrb,{},-22.0,138.5,Australia,,Warluwara,763,False,False
warndarang,,788,wrn,wnd,{},-14.4166666667,135.583333333,Australia,,Warndarang,1743,False,False
warrgamay,,794,wrg,wgy,{},-18.5833333333,146.083333333,Australia,,Warrgamay,1971,False,False
warrnambool,,791,wrb,,{},-38.25,142.5,Australia,,Warrnambool,1055,False,False
warrongo,,794,wgu,wrg,{},-18.0,145.0,Australia,,Warrongo,484,False,False
warrwa,,46,wrw,wwr,{},-17.5,123.5,Australia,,Warrwa,1628,False,False
warumungu,,793,wru,wrm,{},-19.5,134.5,Australia,,Warumungu,2573,False,False
wathawurrung,,791,wth,,{},-38.0,144.0,Australia,,Wathawurrung,1334,False,False
watjarri,,793,wat,wbv,{},-26.0,117.5,Australia,,Watjarri,1854,False,False
wik munkan,,794,wmu,wim,{},-13.9166666667,141.75,Australia,,Wik Munkan,1972,False,False
wik ngathana,,794,wn,wig,{},-13.9166666667,141.5,Australia,,Wik Ngathana,964,False,False
wirangu,,792,wir,wgu,{},-32.0,134.0,Australia,,Wirangu,1207,False,False
woiwurrung,,791,wwr,,{},-37.5,145.5,Australia,,Woiwurrung,770,False,False
worora,,29,wor,wro,{},-15.6666666667,124.666666667,Australia,,Worora,1150,False,False
yalarnnga,,794,ylr,ylr,{},-22.0,140.0,Australia,,Yalarnnga,2574,False,False
yankuntjatjara,,793,ynk,kdd,{},-27.0,132.0,Australia,,Yankuntjatjara,966,False,False
yanyuwa,,793,yny,jao,{},-16.4166666667,137.166666667,Australia,,Yanyuwa,1857,False,False
yawuru,,46,ywr,ywr,{},-18.0,122.5,Australia,,Yawuru,1378,False,False
yaygir,,791,yyg,,{},-29.6666666667,153.0,Australia,,Yaygir,906,False,False
yidiny,,794,yid,yii,{},-17.0,145.75,Australia,,Yidiny,2434,False,True
yindjibarndi,,793,yin,yij,{},-21.75,117.916666667,Australia,,Yindjibarndi,1973,False,False
yingkarta,,793,yng,yia,{},-25.1666666667,114.833333333,Australia,,Yingkarta,1784,False,False
yir yiront,,794,yir,yyr,{},-14.8333333333,141.833333333,Australia,,Yir Yiront,1152,False,False
yorta yorta,,791,yyo,,{},-36.0,146.0,Australia,,Yorta Yorta,491,False,False
yukulta,,52,yuk,gcd,{},-17.3333333333,138.833333333,Australia,,Yukulta,2162,False,False
yulparija,,793,ylb,mpj,{},-21.0,124.0,Australia,,Yulparija,774,False,False
yuwaalaraay,,791,yuw,kld,{},-29.5,148.0,Australia,,Yuwaalaraay,2014,False,False
abaza,,325,abz,abq,{},44.0,42.0,Eurasia,,Abaza,908,False,False
abkhaz,,325,abk,abk,{},43.0833333333,41.0,Eurasia,,Abkhaz,2534,True,True
acehnese,,519,ace,ace,{},5.5,95.5,Eurasia,,Acehnese,2343,False,False
achang,,380,acn,acn,{},25.0,98.5,Eurasia,,Achang,1289,False,False
adyghe (abzakh),,325,ady,ady,{},45.2333333333,40.5833333333,Eurasia,,Adyghe (Abzakh),1436,False,False
adyghe (shapsugh),,325,ash,ady,{},45.0,38.75,Eurasia,,Adyghe (Shapsugh),3,False,False
adyghe (temirgoy),,325,adt,ady,{},45.2166666667,39.7,Eurasia,,Adyghe (Temirgoy),269,False,False
aghul,,267,agl,agx,{},41.75,47.6666666667,Eurasia,,Aghul,853,False,False
ainu,,14,ain,ain,{},43.0,143.0,Eurasia,,Ainu,2486,False,True
akabiada,,163,akb,abj,{},11.6666666667,92.5,Eurasia,,Aka-Biada,5,False,False
akacari,,163,akc,aci,{},13.5,93.0,Eurasia,,Aka-Cari,6,False,False
akakede,,163,akk,akx,{},12.75,92.75,Eurasia,,Aka-Kede,7,False,False
akha,,380,akh,ahk,{},21.8333333333,99.8333333333,Eurasia,,Akha,1712,False,False
akhvakh,,269,axv,akv,{},42.3333333333,46.3333333333,Eurasia,,Akhvakh,271,False,False
albanian,,190,alb,"aln, als",{},41.0,20.0,Eurasia,,Albanian,2374,False,False
alsatian,,181,alt,gsw,{},48.5,7.5,Eurasia,,Alsatian,10,False,False
altai (southern),,19,aso,alt,{},51.0,87.0,Eurasia,,Altai (Southern),498,False,False
alutor,,139,alu,alr,{},61.0,165.0,Eurasia,,Alutor,499,False,False
amdo,,389,amd,adx,{},35.0,100.0,Eurasia,,Amdo,273,False,False
amdo (themchen),,389,amt,adx,{},38.0,98.0,Eurasia,,Amdo (Themchen),2614,False,False
andi,,269,anx,ani,{},42.75,46.25,Eurasia,,Andi,11,False,False
angami,,386,agm,"njm, nri",{},25.6666666667,94.5,Eurasia,,Angami,1823,False,False
anong,,385,ano,nun,{},27.3333333333,98.75,Eurasia,,Anong,781,False,False
ao,,386,ao,njo,{},26.5833333333,94.6666666667,Eurasia,,Ao,2170,False,False
apatani,,382,apt,apt,{},27.5,93.75,Eurasia,,Apatani,1746,False,False
apucikwar,,163,apk,apq,{},12.1666666667,92.8333333333,Eurasia,,A-Pucikwar,1,False,False
arabic (bahrain),,10,abh,abv,{},26.0,50.5,Eurasia,,Arabic (Bahrain),12,False,False
arabic (beirut),,10,abe,apc,{},33.9166666667,35.5,Eurasia,,Arabic (Beirut),633,False,False
arabic (gulf),,10,arg,afb,{},26.0,49.0,Eurasia,,Arabic (Gulf),2258,False,False
arabic (hijazi),,10,arh,acw,{},26.0,38.0,Eurasia,,Arabic (Hijazi),503,False,False
arabic (iraqi),,10,arq,acm,{},33.0,44.0,Eurasia,,Arabic (Iraqi),1714,False,False
arabic (kormakiti),,10,ako,acy,{},35.25,33.5,Eurasia,,Arabic (Kormakiti),504,False,False
arabic (kuwaiti),,10,arj,afb,{},29.5,47.5,Eurasia,,Arabic (Kuwaiti),2604,False,False
arabic (lebanese),,10,arl,apc,{},34.0,36.0,Eurasia,,Arabic (Lebanese),970,False,False
arabic (modern standard),,10,ams,arb,{},25.0,42.0,Eurasia,,Arabic (Modern Standard),1584,False,False
arabic (negev),,10,arv,ajp,{},30.5,34.75,Eurasia,,Arabic (Negev),635,False,False
arabic (north levantine spoken),,10,anl,apc,{},33.75,36.0,Eurasia,,Arabic (North Levantine Spoken),505,False,False
arabic (palestinian),,10,apa,ajp,{},32.0,35.25,Eurasia,,Arabic (Palestinian),855,False,False
arabic (sanani),,10,ars,ayn,{},16.0,44.0,Eurasia,,Arabic (San'ani),636,False,False
arabic (syrian),,10,asy,apc,{},34.0,38.0,Eurasia,,Arabic (Syrian),2036,False,False
arakanese (marma),,380,akm,rmz,{},21.5,92.5,Eurasia,,Arakanese (Marma),14,False,False
archi,,267,arc,aqc,{},42.0,46.8333333333,Eurasia,,Archi,2274,False,False
armenian (eastern),,189,arm,hye,{},40.0,45.0,Eurasia,,Armenian (Eastern),2391,False,True
armenian (iranian),,189,arz,hye,{},32.6666666667,51.6666666667,Eurasia,,Armenian (Iranian),16,False,False
armenian (western),,189,arw,hye,{},38.5,43.5,Eurasia,,Armenian (Western),2016,False,False
assamese,,182,ass,asm,{},26.0,93.0,Eurasia,,Assamese,1715,False,False
asturian,,184,ast,ast,{},43.25,-6.0,Eurasia,,Asturian,18,False,False
athpare,,512,ath,aph,{},27.0,87.3333333333,Eurasia,,Athpare,1888,False,False
avar,,269,ava,ava,{},42.5,46.5,Eurasia,,Avar,2275,False,False
awadhi,,182,awd,awa,{},27.5,81.5,Eurasia,,Awadhi,638,False,False
aynu,,19,ayn,aib,{},39.5,76.0,Eurasia,,Aynu,22,False,False
azari (iranian),,19,azi,azb,{},37.5,47.0,Eurasia,,Azari (Iranian),1497,False,False
azerbaijani,,19,aze,"azb, azj",{},40.5,48.5,Eurasia,,Azerbaijani,2144,False,False
badaga,,149,bdg,bfq,{},11.6666666667,76.75,Eurasia,,Badaga,23,False,False
bagri,,182,bgi,bgq,{},29.5833333333,74.3333333333,Eurasia,,Bagri,24,False,False
bagvalal,,269,bgv,kva,{},42.5833333333,46.1666666667,Eurasia,,Bagvalal,1213,False,False
bahnar,,63,bpb,bdq,{},13.8333333333,108.333333333,Eurasia,,Bahnar,280,False,False
bai,,381,bai,bca,{},26.0,100.0,Eurasia,,Bai,2055,False,False
balti,,389,blt,bft,{},35.0,76.0,Eurasia,,Balti,1586,False,False
baluchi,,183,blc,bgp,{},28.0,62.0,Eurasia,,Baluchi,1018,False,False
baoan,,20,bao,peh,{},35.75,102.833333333333,Eurasia,,Bao'an,1159,False,False
baragaunle,,389,brl,loy,{},28.8333333333,83.8333333333,Eurasia,,Baragaunle,30,False,False
bashkir,,19,bsk,bak,{},53.0,58.0,Eurasia,,Bashkir,2266,False,False
basque,,107,bsq,eus,{},43.0,-3.0,Eurasia,,Basque,2533,True,True
basque (basaburua and imoz),,107,bqi,eus,{},43.0,-1.66666666667,Eurasia,,Basque (Basaburua and Imoz),646,False,False
basque (bidasoa valley),,107,bqb,eus,{},43.0,-3.83333333333,Eurasia,,Basque (Bidasoa Valley),647,False,False
basque (gernica),,107,bqg,eus,{},43.3333333333,-3.0,Eurasia,,Basque (Gernica),648,False,False
basque (hondarribia),,107,bqh,eus,{},42.5,-3.0,Eurasia,,Basque (Hondarribia),649,False,False
basque (lekeitio),,107,bql,eus,{},43.0,-2.5,Eurasia,,Basque (Lekeitio),650,False,False
basque (northern high navarrese),,107,bqn,eus,{},43.3333333333,-2.5,Eurasia,,Basque (Northern High Navarrese),651,False,False
basque (onati),,107,bqo,eus,{},42.5,-3.5,Eurasia,,Basque (Oñati),652,False,False
basque (roncalese),,107,bqr,eus,{},43.0,-2.0,Eurasia,,Basque (Roncalese),653,False,False
basque (sakana),,107,bqs,eus,{},42.5,-2.0,Eurasia,,Basque (Sakana),654,False,False
basque (souletin),,107,bso,eus,{},43.5,-1.5,Eurasia,,Basque (Souletin),655,False,False
basque (zeberio),,107,bqz,eus,{},42.0,-3.0,Eurasia,,Basque (Zeberio),656,False,False
bathari,,10,bth,bhm,{},18.0,56.0,Eurasia,,Bathari,32,False,False
bawm,,386,baw,bgr,{},22.5,92.25,Eurasia,,Bawm,2393,False,True
belhare,,512,bel,byw,{},26.9666666667,87.3,Eurasia,,Belhare,2037,False,False
belorussian,,185,blr,bel,{},54.0,28.0,Eurasia,,Belorussian,1747,False,False
bengali,,182,ben,ben,{},24.0,90.0,Eurasia,,Bengali,2147,False,False
bengali (chittagong),,182,bec,ctg,{},22.3333333333,91.8333333333,Eurasia,,Bengali (Chittagong),285,False,False
betta kurumba,,149,bkb,xub,{},11.5,76.75,Eurasia,,Betta Kurumba,2606,False,False
bezhta,,269,bez,kap,{},42.0833333333,46.1666666667,Eurasia,,Bezhta,783,False,False
bhili,,182,bhi,bhb,{},22.0,73.0,Eurasia,,Bhili,658,False,False
bhojpuri,,182,bho,bho,{},26.0,84.0,Eurasia,,Bhojpuri,1790,False,False
bhumij,,66,bhu,unr,{},21.3333333333,86.5,Eurasia,,Bhumij,1022,False,False
bisu,,380,biu,"bzi, lwm",{},19.75,100.0,Eurasia,,Bisu,1217,False,False
bodo,,383,bod,brx,{},26.8333333333,92.0,Eurasia,,Bodo,2072,False,False
bokar,,382,boq,adi,{},28.5,94.6666666667,Eurasia,,Bokar,784,False,False
bori,,382,boj,adi,{},28.3333333333,94.75,Eurasia,,Bori,1024,False,False
bosnian,,185,bos,bos,{},43.0,18.0,Eurasia,,Bosnian,37,False,False
brahui,,150,brh,brh,{},28.5,67.0,Eurasia,,Brahui,2412,False,True
brao,,63,bra,brb,{},14.1666666667,107.5,Eurasia,,Brao,1827,False,False
breton,,187,bre,bre,{},48.0,-3.0,Eurasia,,Breton,2299,False,False
british sign language,,330,bsl,bfi,{},52.0,-1.0,Eurasia,,British Sign Language,291,False,False
brokskat,,182,bkt,bkk,{},35.3333333333,76.5,Eurasia,,Brokskat,1161,False,False
bru (eastern),,72,bru,bru,{},17.3333333333,106.0,Eurasia,,Bru (Eastern),38,False,False
bru (western),,72,brw,brv,{},16.75,104.75,Eurasia,,Bru (Western),1220,False,False
budukh,,267,bdk,bdk,{},41.1666666667,48.4166666667,Eurasia,,Budukh,785,False,False
bugun,,374,bgn,,{},27.5,92.5833333333,Eurasia,,Bugun,1063,False,False
bulgarian,,185,bul,bul,{},42.5,25.0,Eurasia,,Bulgarian,2357,False,False
bunan,,389,ghr,bfu,{},32.5,77.0,Eurasia,,Bunan,982,False,False
bunu (younuo),,169,pnu,buh,{},24.0,107.0,Eurasia,,Bunu (Younuo),1418,False,False
buriat,,20,but,bxm,{},52.0,108.0,Eurasia,,Buriat,2148,False,False
burmese,,380,brm,mya,{},21.0,96.0,Eurasia,,Burmese,2496,True,True
burushaski,,113,bur,bsk,{},36.5,74.5,Eurasia,,Burushaski,2507,True,True
byansi,,389,bya,bee,{},30.1666666667,80.5,Eurasia,,Byansi,2056,False,False
camling,,512,cml,rab,{},27.0,86.6666666667,Eurasia,,Camling,1386,False,False
cantonese,,375,cnt,yue,{},23.0,113.0,Eurasia,,Cantonese,2366,False,False
catalan,,184,ctl,cat,{},41.75,2.0,Eurasia,,Catalan,2226,False,False
chaldean (modern),,10,cld,cld,{},36.0,43.0,Eurasia,,Chaldean (Modern),1387,False,False
chamalal,,269,chm,cji,{},42.55,46.05,Eurasia,,Chamalal,520,False,False
cham (eastern),,519,cme,cjm,{},11.3333333333,108.5,Eurasia,,Cham (Eastern),1064,False,False
cham (western),,519,chw,cja,{},12.0,105.5,Eurasia,,Cham (Western),1924,False,False
chang,,388,chg,nbc,{},26.3333333333,94.75,Eurasia,,Chang,1750,False,False
chantyal,,389,chn,chx,{},28.5833333333,83.4166666667,Eurasia,,Chantyal,1828,False,False
chaozhou,,375,chz,nan,{},23.6666666667,116.666666667,Eurasia,,Chaozhou,41,False,False
chaudangsi,,389,chd,cdn,{},30.0,80.25,Eurasia,,Chaudangsi,976,False,False
chechen,,268,chc,che,{},43.25,45.8333333333,Eurasia,,Chechen,2149,False,False
chepang,,512,cpn,cdm,{},27.6666666667,84.75,Eurasia,,Chepang,1829,False,False
chinese sign language,,330,csl,csl,{},35.0,115.0,Eurasia,,Chinese Sign Language,305,False,False
chin (mara),,386,cmr,mrh,{},23.0,93.1666666667,Eurasia,,Chin (Mara),1751,False,False
chin (siyin),,386,chs,csy,{},23.8333333333,94.0,Eurasia,,Chin (Siyin),1752,False,False
chin (tiddim),,386,cti,ctd,{},23.3333333333,93.6666666667,Eurasia,,Chin (Tiddim),2019,False,False
chrau,,63,chr,crw,{},10.75,107.5,Eurasia,,Chrau,2234,False,False
chru,,519,crh,cje,{},11.5,108.5,Eurasia,,Chru,46,False,False
chukchi,,139,chk,ckt,{},67.0,-173.0,Eurasia,,Chukchi,2509,True,True
chulym,,19,cly,clw,{},54.3333333333,89.6666666667,Eurasia,,Chulym,47,False,False
chuvash,,19,chv,chv,{},55.5,47.5,Eurasia,,Chuvash,2344,False,False
cornish,,187,crn,cor,{},50.3333333333,-5.0,Eurasia,,Cornish,1992,False,False
crimean tatar,,19,cri,crh,{},45.0,34.0833333333,Eurasia,,Crimean Tatar,1067,False,False
cua,,63,cua,cua,{},15.25,108.5,Eurasia,,Cua,869,False,False
czech,,185,cze,ces,{},50.0,15.0,Eurasia,,Czech,2215,False,False
dagur,,20,dgr,dta,{},48.0,124.0,Eurasia,,Dagur,2260,False,False
danish,,181,dsh,dan,{},56.0,10.0,Eurasia,,Danish,2216,False,False
darai,,182,dar,dry,{},24.0,84.0,Eurasia,,Darai,1227,False,False
dargwa,,266,drg,dar,{},42.25,47.4166666667,Eurasia,,Dargwa,1678,False,False
dari,,183,dri,prs,{},35.0,66.0,Eurasia,,Dari,791,False,False
darma,,389,drm,drd,{},30.0,79.75,Eurasia,,Darma,1542,False,False
deuri,,383,deu,der,{},26.0,90.25,Eurasia,,Deuri,1111,False,False
deutsche gebardensprache,,330,dge,gsg,{},52.0,11.0,Eurasia,,Deutsche Gebärdensprache,525,False,False
dhimal,,511,dhm,dhi,{},26.6666666667,87.75,Eurasia,,Dhimal,50,False,False
dhivehi,,182,dhi,div,{},4.16666666667,73.5,Eurasia,,Dhivehi,1112,False,False
digaro,,376,dig,mhu,{},28.4166666667,96.0,Eurasia,,Digaro,1928,False,False
dimasa,,383,dms,dis,{},25.5,93.0,Eurasia,,Dimasa,1449,False,False
dogri,,182,dgi,"dgo, xnr",{},33.0,75.0,Eurasia,,Dogri,52,False,False
dolgan,,19,dol,dlg,{},71.25,98.0,Eurasia,,Dolgan,53,False,False
domari,,182,dom,rmt,{},32.0,35.0,Eurasia,,Domari,1592,False,False
dong (southern),,404,don,kmc,{},27.0,109.0,Eurasia,,Dong (Southern),1952,False,False
dulong,,385,dul,duu,{},28.0,98.3333333333,Eurasia,,Dulong,1166,False,False
dumaki,,182,dmk,dmk,{},36.1666666667,74.0,Eurasia,,Dumaki,1390,False,False
dumi,,512,dmi,dus,{},27.25,86.6666666667,Eurasia,,Dumi,1891,False,False
dutch,,181,dut,nld,{},52.5,6.0,Eurasia,,Dutch,2345,False,False
dutch (brabantic),,181,dbr,nld,{},50.75,4.5,Eurasia,,Dutch (Brabantic),54,False,False
dutch (limburg),,181,dli,nld,{},51.0,5.5,Eurasia,,Dutch (Limburg),55,False,False
dutch (zeeuws),,181,duz,zea,{},51.5,3.75,Eurasia,,Dutch (Zeeuws),56,False,False
enets,,463,ene,"enf, enh",{},67.5,86.5,Eurasia,,Enets,1544,False,False
english,,181,eng,eng,{},52.0,0.0,Eurasia,,English,2551,True,True
estonian,,465,est,est,{},59.0,26.0,Eurasia,,Estonian,2235,False,False
even,,21,evn,eve,{},68.0,130.0,Eurasia,,Even,2204,False,False
evenki,,21,eve,evn,{},56.0,125.0,Eurasia,,Evenki,2535,False,True
faroese,,181,far,fao,{},62.0,-7.0,Eurasia,,Faroese,1113,False,False
finnish,,465,fin,fin,{},62.0,25.0,Eurasia,,Finnish,2546,True,True
finnish sign language,,330,fsl,fse,{},62.0,26.0,Eurasia,,Finnish Sign Language,318,False,False
french,,184,fre,fra,{},48.0,2.0,Eurasia,,French,2550,True,True
frisian,,181,fri,frs,{},53.0,5.0,Eurasia,,Frisian,1680,False,False
frisian (eastern),,181,fea,frs,{},53.5833333333,7.5,Eurasia,,Frisian (Eastern),61,False,False
frisian (north),,181,fno,frr,{},54.5,9.0,Eurasia,,Frisian (North),62,False,False
frisian (western),,181,frw,fry,{},53.0,6.0,Eurasia,,Frisian (Western),528,False,False
fuzhou,,375,fuz,cdo,{},26.0,119.5,Eurasia,,Fuzhou,1231,False,False
gadaba (kondekor),,148,gdk,gdb,{},18.75,83.5,Eurasia,,Gadaba (Kondekor),2552,False,False
gaelic (scots),,187,gae,gla,{},57.0,-4.0,Eurasia,,Gaelic (Scots),2236,False,False
gagauz,,19,gag,gag,{},46.3333333333,28.6666666667,Eurasia,,Gagauz,925,False,False
galician,,184,glc,glg,{},43.0,-8.0,Eurasia,,Galician,531,False,False
galo,,382,gal,adi,{},28.1666666667,94.6666666667,Eurasia,,Galo,1453,False,False
garo,,383,gar,grt,{},25.6666666667,90.5,Eurasia,,Garo,2403,False,True
gelao,,405,gla,gqu,{},22.9166666667,105.5,Eurasia,,Gelao,1232,False,False
georgian,,205,geo,kat,{},42.0,44.0,Eurasia,,Georgian,2526,True,True
german,,181,ger,deu,{},52.0,10.0,Eurasia,,German,2539,True,True
german (appenzell),,181,gpz,gsw,{},47.3333333333,9.33333333333,Eurasia,,German (Appenzell),68,False,False
german (bavarian),,181,gba,bar,{},49.0,11.5,Eurasia,,German (Bavarian),69,False,False
german (berlin),,181,gbl,deu,{},52.5,13.3333333333,Eurasia,,German (Berlin),70,False,False
german (bern),,181,gbe,gsw,{},47.0,7.41666666667,Eurasia,,German (Bern),71,False,False
german (hannover),,181,gha,deu,{},52.4166666667,9.66666666667,Eurasia,,German (Hannover),72,False,False
german (mansfeldisch),,181,gma,deu,{},51.5833333333,11.5,Eurasia,,German (Mansfeldisch),73,False,False
german (ostschweiz),,181,gos,gsw,{},47.4166666667,9.25,Eurasia,,German (Ostschweiz),74,False,False
german (ripuarian),,181,grp,ksh,{},51.0,7.0,Eurasia,,German (Ripuarian),75,False,False
german (thurgau),,181,gtg,gsw,{},47.5833333333,9.16666666667,Eurasia,,German (Thurgau),76,False,False
german (thuringian),,181,gth,deu,{},51.0,11.0,Eurasia,,German (Thuringian),77,False,False
german (timisoara),,181,gti,deu,{},45.75,21.25,Eurasia,,German (Timisoara),78,False,False
german (upper austrian),,181,gau,bar,{},47.0,14.0,Eurasia,,German (Upper Austrian),79,False,False
german (viennese),,181,gvi,bar,{},48.1666666667,16.3333333333,Eurasia,,German (Viennese),80,False,False
german (westphalian),,181,gwe,wep,{},52.0,7.5,Eurasia,,German (Westphalian),82,False,False
german (zurich),,181,gzu,gsw,{},47.4166666667,8.5,Eurasia,,German (Zurich),83,False,False
gilaki,,183,gil,glk,{},37.3333333333,50.0,Eurasia,,Gilaki,926,False,False
godoberi,,269,god,gdo,{},42.6666666667,46.0833333333,Eurasia,,Godoberi,1955,False,False
gojri,,182,goj,gju,{},32.75,76.25,Eurasia,,Gojri,533,False,False
gondi,,147,gon,"ggo, gno",{},19.0,81.0,Eurasia,,Gondi,1718,False,False
great andamanese,,163,gan,apq,{},12.0,92.6666666667,Eurasia,,Great Andamanese,1754,False,False
greek (cypriot),,186,gcy,ell,{},34.75,33.0,Eurasia,,Greek (Cypriot),88,False,False
greek (modern),,186,grk,ell,{},39.0,22.0,Eurasia,,Greek (Modern),2540,True,True
greek sign language,,330,gsl,gss,{},38.5,22.0,Eurasia,,Greek Sign Language,320,False,False
greenlandic (east),,158,gre,kal,{},65.0,-40.0,Eurasia,,Greenlandic (East),534,False,False
